year,month,day,mean_windspeed,wind_direction,mean_tempurature,humidity,rainfall,duration,color
2023,11,4,12.3,90,26.9,67,0,0,Green
2023,11,5,10.5,100,27.3,70,0,0,Green
2023,11,6,9.6,30,28,59,0,0,Green
2023,11,7,15.5,100,25.9,60,Trace,0,Green
2023,11,8,21.5,90,26,70,0,0,Green
2023,11,9,19.8,90,26.4,74,Trace,0,Green
2023,11,10,15.7,90,27.4,77,Trace,0,Green
2023,11,11,20.3,90,25.8,80,3.3,0,Green
2023,11,12,15.5,50,24.6,69,1.5,0,Green
2023,11,13,14.8,30,21.4,60,0,0,Green
2023,11,14,12.2,40,20.4,62,0,0,Green
2023,11,15,12.4,60,22.7,64,Trace,0,Green
2023,11,16,19.8,10,21.2,61,0,0,Green
2023,11,17,15.5,20,18.9,32,0,0,Green
2023,11,18,13,50,19.7,31,0,0,Green
2023,11,19,9.7,60,20.8,50,0,0,Green
2023,11,20,8.2,130,21.4,56,0,0,Green
2023,11,21,10,80,22.5,62,0,0,Green
2023,11,22,9.6,80,22.7,67,0,0,Green
2023,11,23,8.1,110,23.1,65,0,0,Green
2023,11,24,18.5,100,23.7,59,0,0,Green
2023,11,25,17.9,90,22.7,57,0,0,Green
2023,11,26,11.8,70,22.5,59,0,0,Green
2023,11,27,8.5,100,23,57,0,0,Green
2023,11,28,14.8,100,23.5,52,0,0,Green
2023,11,29,15.8,80,23.5,65,Trace,0,Green
2023,11,30,12.3,80,24.4,66,Trace,0,Green
2023,12,1,13.4,50,21.3,61,0.1,0,Green
2023,12,2,11.4,50,19.7,59,0,0,Green
2023,12,3,10.8,60,21.9,63,0,0,Green
2023,12,4,11.9,330,22,67,0,0,Green
2023,12,5,9.5,330,21.6,66,0,0,Green
2023,12,6,11.7,10,21.3,63,Trace,0,Green
2023,12,7,8.8,320,20.8,39,0,0,Green
2023,12,8,11.7,90,22,57,0,0,Green
2023,12,9,14.6,80,24.2,73,0,0,Green
2023,12,10,16,90,25.2,71,0,0,Green
2023,12,11,9.6,80,24.9,78,Trace,0,Green
2023,12,12,11.7,100,24.9,72,0,0,Green
2023,12,13,20.3,80,23.3,74,Trace,0,Green
2023,12,14,16,80,24.3,72,Trace,0,Green
2023,12,15,13.6,80,25.9,70,0,0,Green
2023,12,16,19.1,10,17.9,65,0.2,0,Green
2023,12,17,13.4,30,12.3,61,0,0,Green
2023,12,18,9.8,340,16,69,0,0,Green
2023,12,19,14.6,340,14.4,75,Trace,0,Green
2023,12,20,16.3,20,12.8,58,0,0,Green
2023,12,21,16.9,20,10.4,56,0,0,Green
2023,12,22,14.9,20,10.2,35,0,0,Green
2023,12,23,15.3,40,10.8,43,Trace,0,Green
2023,12,24,15,30,13,37,0,0,Green
2023,12,25,15,50,14.5,36,0,0,Green
2023,12,26,8.5,70,16.6,49,0,0,Green
2023,12,27,7.4,60,18.9,54,Trace,0,Green
2023,12,28,10,70,20.6,60,Trace,0,Green
2023,12,29,12.8,90,20.4,69,0,0,Green
2023,12,30,9.2,320,20.8,68,0,0,Green
2023,12,31,8.8,310,21.6,72,0,0,Green
2024,1,1,19,90,21,65,0,0,Green
2024,1,2,14.7,90,19.6,68,0,0,Green
2024,1,3,14.3,10,18.9,59,0,0,Green
2024,1,4,12.3,50,16.6,58,0,0,Green
2024,1,5,11,70,19.3,68,0,0,Green
2024,1,6,8.5,70,20.4,67,0,0,Green
2024,1,7,18.2,100,20.8,61,0,0,Green
2024,1,8,20.1,90,20.1,65,Trace,0,Green
2024,1,9,10.5,70,21.4,70,Trace,0,Green
2024,1,10,13.8,50,20.6,61,0,0,Green
2024,1,11,12.3,50,19.3,58,Trace,0,Green
2024,1,12,11.8,80,19.4,66,0,0,Green
2024,1,13,14.8,80,20.7,46,0,0,Green
2024,1,14,11.7,60,21.3,50,0,0,Green
2024,1,15,15.9,100,21.1,62,0,0,Green
2024,1,16,21.5,90,19.7,65,0,0,Green
2024,1,17,12.1,80,19.6,65,Trace,0,Green
2024,1,18,9.8,80,21.9,66,Trace,0,Green
2024,1,19,11.8,70,22.2,66,0,0,Green
2024,1,20,15.8,320,20.9,73,0,0,Green
2024,1,21,12.8,360,18.3,59,Trace,0,Green
2024,1,22,16.8,20,14.3,66,0.1,0,Green
2024,1,23,16.8,20,7.2,69,3.7,0,Green
2024,1,24,14.2,30,8,48,0,0,Green
2024,1,25,12.2,10,11.4,45,0,0,Green
2024,1,26,12.5,350,14,50,0,0,Green
2024,1,27,13.3,340,14.1,59,0.8,0,Green
2024,1,28,9.7,360,12.7,75,0.9,0,Green
2024,1,29,8.7,60,15.5,75,Trace,0,Green
2024,1,30,11.7,80,18.6,83,Trace,0,Green
2024,1,31,17.2,80,20.5,84,Trace,0,Green
2024,2,1,11.7,70,22,85,Trace,0,Green
2024,2,2,14.4,100,22.3,81,0,0,Green
2024,2,3,20.7,80,20.8,78,Trace,0,Green
2024,2,4,15.7,70,21.4,84,Trace,0,Green
2024,2,5,10.1,340,19.6,82,Trace,0,Green
2024,2,6,20.4,80,20.3,78,Trace,0,Green
2024,2,7,15.8,330,14.9,90,1.3,0,Green
2024,2,8,11.1,10,11.4,80,1.3,0,Green
2024,2,9,11.8,10,11.5,72,1.1,0,Green
2024,2,10,9,40,14.3,58,0.6,0,Green
2024,2,11,11.3,50,17.6,45,0,0,Green
2024,2,12,20.7,100,19,40,0,0,Green
2024,2,13,15,90,20,65,0,0,Green
2024,2,14,11.2,70,21,73,0,0,Green
2024,2,15,9,280,22.3,65,0,0,Green
2024,2,16,16.6,100,20.9,69,0,0,Green
2024,2,17,21,80,20.6,74,0,0,Green
2024,2,18,16.4,100,23.3,75,Trace,0,Green
2024,2,19,13.5,150,23.8,78,0,0,Green
2024,2,20,17.8,140,25,77,Trace,0,Green
2024,2,21,13.7,140,25.1,74,0,0,Green
2024,2,22,13,150,24.9,72,0,0,Green
2024,2,23,10.4,320,19,78,0.5,0,Green
2024,2,24,13.8,330,16.8,70,Trace,0,Green
2024,2,25,15,330,15.2,68,0,0,Green
2024,2,26,13.3,320,16.1,67,0,0,Green
2024,2,27,12.9,330,15.9,63,0,0,Green
2024,2,28,12.8,320,17,76,0.3,0,Green
2024,2,29,14.8,330,16.3,85,0.2,0,Green
2024,3,1,16.5,10,11.6,73,0.5,0,Green
2024,3,2,10.6,20,11,70,0.4,0,Green
2024,3,3,14.9,80,16.6,75,Trace,0,Green
2024,3,4,24.8,100,21.7,83,0.2,0,Green
2024,3,5,19.7,200,25.8,77,Trace,0,Green
2024,3,6,11.9,320,22.3,79,0.3,0,Green
2024,3,7,12.1,50,18.3,65,0.1,0,Green
2024,3,8,14.5,40,18.7,55,0.6,0,Green
2024,3,9,20.8,80,17,68,1.8,0,Green
2024,3,10,18.1,80,16.2,81,5.5,0,Green
2024,3,11,13.1,70,17.2,88,14,0,Green
2024,3,12,14.5,40,19.7,55,0,0,Green
2024,3,13,25.2,90,20.2,60,Trace,0,Green
2024,3,14,24.2,80,20.7,67,0,0,Green
2024,3,15,20.8,90,21.3,74,0,0,Green
2024,3,16,16.8,70,22.2,81,Trace,0,Green
2024,3,17,10.5,60,23.3,82,0,0,Green
2024,3,18,15.1,80,22.1,85,Trace,0,Green
2024,3,19,14.4,50,21,66,0.8,0,Green
2024,3,20,14.7,50,20.7,46,0,0,Green
2024,3,21,21.8,90,21.3,57,0,0,Green
2024,3,22,19.9,80,23.9,70,0,0,Green
2024,3,23,17,140,25.5,74,0,0,Green
2024,3,24,17.3,140,26.6,71,0,0,Green
2024,3,25,12.3,240,26.4,73,0,0,Green
2024,3,26,10.9,270,26.4,73,0,0,Green
2024,3,27,24.5,90,23.3,75,0,0,Green
2024,3,28,11.1,80,24.9,77,0,0,Green
2024,3,29,9.1,260,25.7,77,0,0,Green
2024,3,30,11.1,150,26.8,74,0,0,Green
2024,3,31,19.6,220,28.3,74,0,0,Green
