_id,location,year,month,day,mean_windspeed,wind_direction,mean_tempurature,humidity,rainfall,duration,color
6631e392aa38843775c15a86,Shek Kong,2019,2,6,3.5,200,22.6,***,0,0,Green
6631e392aa38843775c15a89,Shek Kong,2019,2,9,10.7,90,21.4,***,0,0,Green
6631e392aa38843775c15a8b,Shek Kong,2019,2,11,8.1,60,17.2,***,0,0,Green
6631e392aa38843775c15a91,Shek Kong,2019,2,17,21.1,90,19.9,***,0,0,Green
6631e392aa38843775c15a95,Shek Kong,2019,2,21,4.5,90,23.2,***,0.5,70,Amber
6631e392aa38843775c15a9a,Shek Kong,2019,2,26,10.9,80,19,***,0,0,Green
6631e392aa38843775c15a9c,Shek Kong,2019,2,28,2.3,190,22.9,***,0,0,Green
6631e392aa38843775c15a9d,Shek Kong,2019,3,1,13.6,80,21.7,***,0,0,Green
6631e392aa38843775c15a9f,Shek Kong,2019,3,3,2.9,280,21.3,***,7,0,Green
6631e392aa38843775c15a63,Shek Kong,2019,1,2,8.5,70,13.2,67,0.5,0,Green
6631e392aa38843775c15a72,Shek Kong,2019,1,17,8.4,60,15.8,66,0,0,Green
6631e392aa38843775c15a77,Shek Kong,2019,1,22,8.5,60,14.3,51,0,0,Green
6631e392aa38843775c15a7e,Shek Kong,2019,1,29,5.8,80,17.5,69,0,0,Green
6631e392aa38843775c15a84,Shek Kong,2019,2,4,7.3,90,20.8,***,0,0,Green
6631e392aa38843775c15a85,Shek Kong,2019,2,5,5.4,90,21.2,***,0,0,Green
6631e392aa38843775c15a8c,Shek Kong,2019,2,12,7,100,19.1,***,0,0,Green
6631e392aa38843775c15a93,Shek Kong,2019,2,19,2.9,90,20.9,***,16,0,Green
6631e392aa38843775c15a99,Shek Kong,2019,2,25,4.3,70,16.1,***,0,0,Green
6631e392aa38843775c15aa0,Shek Kong,2019,3,4,10.3,80,20.6,***,5,0,Green
6631e392aa38843775c15aa2,Shek Kong,2019,3,6,6.3,90,21.2,***,13.5,225,Amber
6631e392aa38843775c15aa5,Shek Kong,2019,3,9,3.1,100,18,***,10.5,0,Green
6631e392aa38843775c15aa7,Shek Kong,2019,3,11,4.2,70,17.7,***,5.5,0,Green
6631e392aa38843775c15aa8,Shek Kong,2019,3,12,5.9,90,19.2,***,0,0,Green
6631e392aa38843775c15ab0,Shek Kong,2019,3,20,3.5,90,24.8,***,0,0,Green
6631e392aa38843775c15ab5,Shek Kong,2019,3,25,3.4,70,19.8,***,1.5,0,Green
6631e392aa38843775c15aba,Shek Kong,2019,3,30,8,90,23.3,***,0,0,Green
6631e392aa38843775c15abb,Shek Kong,2019,3,31,20.5,90,22.6,***,0,0,Green
6631e392aa38843775c15ac0,Shek Kong,2019,4,5,3.4,290,24.2,***,0,0,Green
6631e392aa38843775c15ac5,Shek Kong,2019,4,10,2.9,200,27.4,***,0,0,Green
6631e392aa38843775c15ac6,Shek Kong,2019,4,11,3.5,200,27.1,***,2,0,Green
6631e392aa38843775c15ac8,Shek Kong,2019,4,13,18.9,70,22.4,***,0,0,Green
6631e392aa38843775c15ac9,Shek Kong,2019,4,14,7.5,90,23.7,***,12.5,0,Green
6631e392aa38843775c15aca,Shek Kong,2019,4,15,17.3,90,22.8,***,0.5,0,Green
6631e392aa38843775c15acd,Shek Kong,2019,4,18,4.8,90,24.4,***,7.5,0,Green
6631e392aa38843775c15ace,Shek Kong,2019,4,19,6.4,90,23.8,***,83,0,Green
6631e392aa38843775c15ad3,Shek Kong,2019,4,24,4,200,28.1,***,0,0,Green
6631e392aa38843775c15ad4,Shek Kong,2019,4,25,5,230,28.8,***,0,0,Green
6631e392aa38843775c15ade,Shek Kong,2019,5,5,14.6,70,22.2,***,5.5,0,Green
6631e392aa38843775c15adf,Shek Kong,2019,5,6,13,90,22.4,***,9,0,Green
6631e392aa38843775c15ae0,Shek Kong,2019,5,7,11.1,90,20.8,***,10.5,0,Green
6631e392aa38843775c15ae1,Shek Kong,2019,5,8,16.8,80,20.9,***,12.5,0,Green
6631e392aa38843775c15aa4,Shek Kong,2019,3,8,18.6,80,17,***,6.5,0,Green
6631e392aa38843775c15aa9,Shek Kong,2019,3,13,11.7,90,20.9,***,0,0,Green
6631e392aa38843775c15aac,Shek Kong,2019,3,16,11,90,20.1,***,0,0,Green
6631e392aa38843775c15aad,Shek Kong,2019,3,17,12.7,90,21.8,***,0,0,Green
6631e392aa38843775c15aaf,Shek Kong,2019,3,19,2.4,200,23.8,***,0,0,Green
6631e392aa38843775c15ab4,Shek Kong,2019,3,24,13,70,16.8,***,1.5,0,Green
6631e392aa38843775c15ab8,Shek Kong,2019,3,28,2,200,24.5,***,0,0,Green
6631e392aa38843775c15abd,Shek Kong,2019,4,2,14,90,21.9,***,0,0,Green
6631e392aa38843775c15abe,Shek Kong,2019,4,3,11.2,90,23.9,***,0,0,Green
6631e392aa38843775c15ac1,Shek Kong,2019,4,6,2.5,240,25,***,0,0,Green
6631e392aa38843775c15acb,Shek Kong,2019,4,16,7.4,90,21.2,***,14,0,Green
6631e392aa38843775c15acc,Shek Kong,2019,4,17,1.8,100,23.5,***,0,0,Green
6631e392aa38843775c15ad1,Shek Kong,2019,4,22,4.4,200,28,***,0,0,Green
6631e392aa38843775c15ad2,Shek Kong,2019,4,23,3.9,200,28.1,***,0,0,Green
6631e392aa38843775c15ad7,Shek Kong,2019,4,28,11.6,80,25.7,***,0,115,Amber
6631e392aa38843775c15ad8,Shek Kong,2019,4,29,2.8,210,27.2,***,0,0,Green
6631e392aa38843775c15ad9,Shek Kong,2019,4,30,2.9,210,26.7,***,1.5,0,Green
6631e392aa38843775c15adb,Shek Kong,2019,5,2,6.4,90,21.8,***,5.5,0,Green
6631e392aa38843775c15adc,Shek Kong,2019,5,3,11.1,90,21.9,***,7.5,0,Green
6631e392aa38843775c15aa6,Shek Kong,2019,3,10,7,70,16.6,***,8.5,0,Green
6631e392aa38843775c15aaa,Shek Kong,2019,3,14,12.6,70,20.5,***,6.5,0,Green
6631e392aa38843775c15aab,Shek Kong,2019,3,15,4.9,50,17.6,***,0.5,60,Amber
6631e392aa38843775c15aae,Shek Kong,2019,3,18,2.4,100,22.2,***,0,270,Amber
6631e392aa38843775c15ab2,Shek Kong,2019,3,22,2.5,210,25.9,***,0,100,Red
6631e392aa38843775c15ab6,Shek Kong,2019,3,26,8.8,80,22.4,***,0,0,Green
6631e392aa38843775c15ab9,Shek Kong,2019,3,29,2.3,210,24.5,***,1,0,Green
6631e392aa38843775c15abf,Shek Kong,2019,4,4,12.5,90,22.4,***,0,0,Green
6631e392aa38843775c15ac2,Shek Kong,2019,4,7,2.5,230,25.4,***,0,0,Green
6631e392aa38843775c15ac4,Shek Kong,2019,4,9,4,200,26.9,***,0,0,Green
6631e392aa38843775c15acf,Shek Kong,2019,4,20,3,90,24.1,***,50,0,Green
6631e392aa38843775c15ad5,Shek Kong,2019,4,26,4.2,200,28.4,***,0,130,Amber
6631e392aa38843775c15add,Shek Kong,2019,5,4,18.3,90,22.4,***,9,0,Green
6631e392aa38843775c15aa3,Shek Kong,2019,3,7,8.7,60,16.7,***,29,0,Green
6631e392aa38843775c15ab1,Shek Kong,2019,3,21,4.3,210,25.3,***,0,0,Green
6631e392aa38843775c15ab3,Shek Kong,2019,3,23,13.9,90,19.7,***,1.5,0,Green
6631e392aa38843775c15ab7,Shek Kong,2019,3,27,5.5,90,23.1,***,0,0,Green
6631e392aa38843775c15abc,Shek Kong,2019,4,1,13.7,90,20.7,***,0,0,Green
6631e392aa38843775c15ac3,Shek Kong,2019,4,8,3.1,190,26.7,***,0,0,Green
6631e392aa38843775c15ac7,Shek Kong,2019,4,12,17,80,22.1,***,8,0,Green
6631e392aa38843775c15ad0,Shek Kong,2019,4,21,4.9,200,27.1,***,0.5,0,Green
6631e392aa38843775c15ad6,Shek Kong,2019,4,27,12.8,90,24.8,***,16,0,Green
6631e392aa38843775c15ada,Shek Kong,2019,5,1,5.5,60,25.2,***,0,0,Green
6631e392aa38843775c15ae5,Shek Kong,2019,5,12,10.5,90,26.4,***,0,0,Green
6631e392aa38843775c15ae7,Shek Kong,2019,5,14,2.8,240,28.2,***,0,0,Green
6631e392aa38843775c15ae8,Shek Kong,2019,5,15,3,200,28.6,***,0,0,Green
6631e392aa38843775c15aec,Shek Kong,2019,5,19,5.9,200,30.4,***,0,0,Green
6631e392aa38843775c15aee,Shek Kong,2019,5,21,12.7,90,25,***,14,0,Green
6631e392aa38843775c15af3,Shek Kong,2019,5,26,2.7,90,26.8,***,44.5,0,Green
6631e392aa38843775c15afd,Shek Kong,2019,6,5,2.8,200,29.3,81,0,0,Green
6631e392aa38843775c15afe,Shek Kong,2019,6,6,4.5,190,30.2,77,0,0,Green
6631e392aa38843775c15aff,Shek Kong,2019,6,7,5,200,30.3,78,0,0,Green
6631e392aa38843775c15b06,Shek Kong,2019,6,14,4.7,290,28.5,76,9,0,Green
6631e392aa38843775c15b0a,Shek Kong,2019,6,18,2.7,170,29.4,81,0.5,0,Green
6631e392aa38843775c15b0b,Shek Kong,2019,6,19,3,190,29.7,81,0,115,Amber
6631e392aa38843775c15b0f,Shek Kong,2019,6,23,3.9,200,30.3,80,0,90,Amber
6631e392aa38843775c15b12,Shek Kong,2019,6,26,1.1,210,28.2,89,8,0,Green
6631e392aa38843775c15b15,Shek Kong,2019,6,29,3.3,190,30.3,84,11.5,0,Green
6631e392aa38843775c15b16,Shek Kong,2019,6,30,1.3,70,28.5,91,35,0,Green
6631e392aa38843775c15b19,Shek Kong,2019,7,3,3.9,180,27,92,58.5,0,Green
6631e392aa38843775c15b1f,Shek Kong,2019,7,9,6.7,210,30,85,1,95,Amber
6631e392aa38843775c15ae9,Shek Kong,2019,5,16,5,200,29.4,***,0,195,Amber
6631e392aa38843775c15aef,Shek Kong,2019,5,22,4.5,100,26.2,***,0.5,90,Amber
6631e392aa38843775c15af0,Shek Kong,2019,5,23,10.3,90,26.4,***,0,0,Green
6631e392aa38843775c15af5,Shek Kong,2019,5,28,0.9,100,25.4,***,67,0,Green
6631e392aa38843775c15af8,Shek Kong,2019,5,31,1.1,90,25.8,***,16.5,0,Green
6631e392aa38843775c15afc,Shek Kong,2019,6,4,2,210,28,88,4,75,Amber
6631e392aa38843775c15b00,Shek Kong,2019,6,8,5.6,200,30.1,79,0,0,Green
6631e392aa38843775c15b03,Shek Kong,2019,6,11,1.7,280,26.2,97,46,0,Green
6631e392aa38843775c15b08,Shek Kong,2019,6,16,14.4,90,28.5,73,0,60,Amber
6631e392aa38843775c15b0c,Shek Kong,2019,6,20,4.7,190,30.3,81,3.5,0,Green
6631e392aa38843775c15b0e,Shek Kong,2019,6,22,5.4,200,30.8,79,0,0,Green
6631e392aa38843775c15b13,Shek Kong,2019,6,27,2.9,190,30.1,82,0,0,Green
6631e392aa38843775c15b20,Shek Kong,2019,7,10,2.1,240,27.9,93,21.5,0,Green
6631e392aa38843775c15ae6,Shek Kong,2019,5,13,6.5,100,26.8,***,0,0,Green
6631e392aa38843775c15aea,Shek Kong,2019,5,17,5.7,210,29.8,***,0,0,Green
6631e392aa38843775c15aeb,Shek Kong,2019,5,18,5,200,30.2,***,0,135,Amber
6631e392aa38843775c15af2,Shek Kong,2019,5,25,8.6,80,27.8,***,0.5,0,Green
6631e392aa38843775c15afa,Shek Kong,2019,6,2,2.7,250,26.6,91,11.5,230,Amber
6631e392aa38843775c15afb,Shek Kong,2019,6,3,3.4,210,27.5,87,14.5,60,Amber
6631e392aa38843775c15b01,Shek Kong,2019,6,9,6.4,200,30.2,79,0,0,Green
6631e392aa38843775c15b02,Shek Kong,2019,6,10,4.6,210,28.4,87,17,0,Green
6631e392aa38843775c15b04,Shek Kong,2019,6,12,4.3,90,27.7,90,2.5,0,Green
6631e392aa38843775c15b05,Shek Kong,2019,6,13,2.1,200,27.2,92,27,0,Green
6631e392aa38843775c15b07,Shek Kong,2019,6,15,9,90,28.3,71,0,0,Green
6631e392aa38843775c15b09,Shek Kong,2019,6,17,11.5,80,28.3,82,1.5,0,Green
6631e392aa38843775c15b0d,Shek Kong,2019,6,21,6.1,200,30.9,79,0.5,0,Green
6631e392aa38843775c15b10,Shek Kong,2019,6,24,1.9,210,28.2,91,10.5,0,Green
6631e392aa38843775c15b11,Shek Kong,2019,6,25,1.2,250,26.8,92,22,0,Green
6631e392aa38843775c15b18,Shek Kong,2019,7,2,11.9,80,29.3,80,4.5,0,Green
6631e392aa38843775c15b1b,Shek Kong,2019,7,5,4.1,200,29,87,4.5,100,Amber
6631e392aa38843775c15b1e,Shek Kong,2019,7,8,8.6,200,30.1,84,0.5,0,Green
6631e392aa38843775c15b21,Shek Kong,2019,7,11,2.5,200,28.3,92,14.5,0,Green
6631e392aa38843775c15ae2,Shek Kong,2019,5,9,4.8,60,23.1,***,5,0,Green
6631e392aa38843775c15ae3,Shek Kong,2019,5,10,1.5,100,24.9,***,0,0,Green
6631e392aa38843775c15ae4,Shek Kong,2019,5,11,2.7,100,26.1,***,0,0,Green
6631e392aa38843775c15aed,Shek Kong,2019,5,20,3.3,250,28.5,***,8,0,Green
6631e392aa38843775c15af1,Shek Kong,2019,5,24,18.9,80,26,***,0,0,Green
6631e392aa38843775c15af4,Shek Kong,2019,5,27,2.1,300,26.1,***,42.5,80,Amber
6631e392aa38843775c15af6,Shek Kong,2019,5,29,14.3,90,25.4,***,0,0,Green
6631e392aa38843775c15af7,Shek Kong,2019,5,30,12.5,90,25.2,***,0,0,Green
6631e392aa38843775c15af9,Shek Kong,2019,6,1,3.3,210,27.3,88,6.5,0,Green
6631e392aa38843775c15b14,Shek Kong,2019,6,28,3,200,30.2,83,5,0,Green
6631e392aa38843775c15b17,Shek Kong,2019,7,1,8.7,90,30,79,0,0,Green
6631e392aa38843775c15b1a,Shek Kong,2019,7,4,5.3,190,28.9,89,33.5,0,Green
6631e392aa38843775c15b1c,Shek Kong,2019,7,6,5.6,210,29.9,84,0.5,0,Green
6631e392aa38843775c15b1d,Shek Kong,2019,7,7,6.3,200,29.8,86,1.5,0,Green
6631e392aa38843775c15b22,Shek Kong,2019,7,12,8.2,200,30.2,82,0,0,Green
6631e392aa38843775c15b23,Shek Kong,2019,7,13,7.7,210,30.5,80,0,0,Green
6631e392aa38843775c15b35,Shek Kong,2019,7,31,17.8,80,26.4,88,162,0,Green
6631e392aa38843775c15b36,Shek Kong,2019,8,1,19.3,90,26.7,88,65.5,0,Green
6631e392aa38843775c15b38,Shek Kong,2019,8,3,11.3,80,27,87,5.5,0,Green
6631e392aa38843775c15b3a,Shek Kong,2019,8,5,3.8,90,30,71,0,0,Green
6631e392aa38843775c15b3e,Shek Kong,2019,8,9,3.2,270,31.4,74,0,0,Green
6631e392aa38843775c15b41,Shek Kong,2019,8,12,4.2,220,30.7,79,0,70,Amber
6631e392aa38843775c15b44,Shek Kong,2019,8,15,3.4,260,29.9,80,6,80,Amber
6631e392aa38843775c15b49,Shek Kong,2019,8,20,6.1,80,29,79,0,0,Green
6631e392aa38843775c15b4c,Shek Kong,2019,8,23,1.1,290,27.9,91,24.5,0,Green
6631e392aa38843775c15b4d,Shek Kong,2019,8,24,2.6,280,30.2,79,0,0,Green
6631e392aa38843775c15b51,Shek Kong,2019,8,28,5.7,80,29.6,79,0,0,Green
6631e392aa38843775c15b53,Shek Kong,2019,8,30,1.3,90,27.2,87,21.5,0,Green
6631e392aa38843775c15b58,Shek Kong,2019,9,4,10.5,80,27.2,87,19,0,Green
6631e392aa38843775c15b59,Shek Kong,2019,9,5,9.3,80,27.8,84,23.5,0,Green
6631e392aa38843775c15b5c,Shek Kong,2019,9,8,1.2,180,29.3,82,2.5,0,Green
6631e392aa38843775c15b24,Shek Kong,2019,7,14,6.3,200,29.9,85,1,0,Green
6631e392aa38843775c15b25,Shek Kong,2019,7,15,2.7,210,30.2,79,0,0,Green
6631e392aa38843775c15b26,Shek Kong,2019,7,16,1.8,190,30.1,76,0,210,Red
6631e392aa38843775c15b27,Shek Kong,2019,7,17,1.7,290,30.3,79,0,135,Amber
6631e392aa38843775c15b2a,Shek Kong,2019,7,20,1.3,230,27.2,93,6,0,Green
6631e392aa38843775c15b2b,Shek Kong,2019,7,21,1.4,210,28.8,85,0,0,Green
6631e392aa38843775c15b2c,Shek Kong,2019,7,22,1.3,40,28.2,86,1,0,Green
6631e392aa38843775c15b2d,Shek Kong,2019,7,23,2.3,80,29.4,80,0,0,Green
6631e392aa38843775c15b2f,Shek Kong,2019,7,25,3,190,29.8,81,0.5,0,Green
6631e392aa38843775c15b31,Shek Kong,2019,7,27,3,190,30.6,77,0,0,Green
6631e392aa38843775c15b39,Shek Kong,2019,8,4,6.6,80,28.8,75,0,0,Green
6631e392aa38843775c15b3c,Shek Kong,2019,8,7,3.4,90,29.7,72,0,0,Green
6631e392aa38843775c15b3d,Shek Kong,2019,8,8,2.4,290,30.1,75,0,0,Green
6631e392aa38843775c15b43,Shek Kong,2019,8,14,3,250,30.1,79,0,0,Green
6631e392aa38843775c15b47,Shek Kong,2019,8,18,3,230,27.2,89,14,0,Green
6631e392aa38843775c15b50,Shek Kong,2019,8,27,1.7,90,28.5,86,3,0,Green
6631e392aa38843775c15b54,Shek Kong,2019,8,31,4.7,80,27,89,27,85,Amber
6631e392aa38843775c15b55,Shek Kong,2019,9,1,6.6,80,28,83,22.5,0,Green
6631e392aa38843775c15b28,Shek Kong,2019,7,18,2,180,29.5,84,22.5,0,Green
6631e392aa38843775c15b29,Shek Kong,2019,7,19,1.5,280,27.9,91,5.5,75,Amber
6631e392aa38843775c15b30,Shek Kong,2019,7,26,3,190,30.5,77,0,0,Green
6631e392aa38843775c15b32,Shek Kong,2019,7,28,1.5,90,28.3,84,19.5,0,Green
6631e392aa38843775c15b34,Shek Kong,2019,7,30,15,80,29,81,5,0,Green
6631e392aa38843775c15b3b,Shek Kong,2019,8,6,2,90,28.8,82,6,0,Green
6631e392aa38843775c15b3f,Shek Kong,2019,8,10,4.4,230,31.3,80,0,0,Green
6631e392aa38843775c15b42,Shek Kong,2019,8,13,3.5,210,31,78,0.5,0,Green
6631e392aa38843775c15b46,Shek Kong,2019,8,17,1.8,250,28.1,87,1,0,Green
6631e392aa38843775c15b4e,Shek Kong,2019,8,25,2.2,250,27.3,80,68,0,Green
6631e392aa38843775c15b4f,Shek Kong,2019,8,26,2.4,90,26.2,93,61,345,Red
6631e392aa38843775c15b57,Shek Kong,2019,9,3,8.7,80,28.1,81,5,0,Green
6631e392aa38843775c15b5d,Shek Kong,2019,9,9,0.8,180,29,82,0,0,Green
6631e392aa38843775c15b5e,Shek Kong,2019,9,10,4.6,80,29.2,76,0,0,Green
6631e392aa38843775c15b5f,Shek Kong,2019,9,11,2.2,80,29.4,77,0,0,Green
6631e392aa38843775c15b60,Shek Kong,2019,9,12,2,90,29.5,76,0,0,Green
6631e392aa38843775c15b61,Shek Kong,2019,9,13,1.6,200,29.5,78,0,0,Green
6631e392aa38843775c15b2e,Shek Kong,2019,7,24,2.6,80,29.4,82,1,95,Amber
6631e392aa38843775c15b33,Shek Kong,2019,7,29,7.7,80,28.3,82,0.5,0,Green
6631e392aa38843775c15b37,Shek Kong,2019,8,2,14.1,80,27.5,85,3,0,Green
6631e392aa38843775c15b40,Shek Kong,2019,8,11,6.5,230,31.1,79,0,0,Green
6631e392aa38843775c15b45,Shek Kong,2019,8,16,3.4,230,29.4,82,2.5,90,Amber
6631e392aa38843775c15b48,Shek Kong,2019,8,19,1.9,240,28.1,89,8,0,Green
6631e392aa38843775c15b4a,Shek Kong,2019,8,21,3.3,80,28.8,77,11.5,0,Green
6631e392aa38843775c15b4b,Shek Kong,2019,8,22,1.2,180,29.1,77,0,0,Green
6631e392aa38843775c15b52,Shek Kong,2019,8,29,11.3,80,29.4,79,3,0,Green
6631e392aa38843775c15b56,Shek Kong,2019,9,2,11.2,80,26.8,90,87,0,Green
6631e392aa38843775c15b5a,Shek Kong,2019,9,6,4.2,90,28.8,78,0,0,Green
6631e392aa38843775c15b5b,Shek Kong,2019,9,7,1.3,60,29,82,6,0,Green
6631e392aa38843775c15b72,Shek Kong,2019,9,30,2.5,300,30.6,67,0,405,Amber
6631e392aa38843775c15b64,Shek Kong,2019,9,16,2.8,90,28.5,81,3,0,Green
6631e392aa38843775c15b75,Shek Kong,2019,10,3,2.4,200,27.9,75,0,0,Green
6631e392aa38843775c15b76,Shek Kong,2019,10,4,1.8,210,27.5,75,0,0,Green
6631e392aa38843775c15b7d,Shek Kong,2019,10,11,1.5,290,27.4,79,0,0,Green
6631e392aa38843775c15b87,Shek Kong,2019,10,21,1.9,80,24,75,0,0,Green
6631e392aa38843775c15b92,Shek Kong,2019,11,1,6.5,90,25.8,71,0,0,Green
6631e392aa38843775c15b95,Shek Kong,2019,11,4,6.4,40,24.3,49,0,0,Green
6631e392aa38843775c15b98,Shek Kong,2019,11,7,6.1,60,22.2,59,0,0,Green
6631e392aa38843775c15b9a,Shek Kong,2019,11,9,5.8,90,20.7,65,0,0,Green
6631e392aa38843775c15b9c,Shek Kong,2019,11,11,4.7,90,21.4,71,0,0,Green
6631e392aa38843775c15b9d,Shek Kong,2019,11,12,9.8,80,23.2,75,0,0,Green
6631e392aa38843775c15b9e,Shek Kong,2019,11,13,4,80,23.6,75,0,0,Green
6631e392aa38843775c15b9f,Shek Kong,2019,11,14,5.6,60,22.2,62,0,0,Green
6631e392aa38843775c15b68,Shek Kong,2019,9,20,4.5,50,27.4,61,0,0,Green
6631e392aa38843775c15b69,Shek Kong,2019,9,21,4.7,320,***,***,0,0,Green
6631e392aa38843775c15b6a,Shek Kong,2019,9,22,6.5,50,***,***,0,0,Green
6631e392aa38843775c15b71,Shek Kong,2019,9,29,1.6,300,***,74,0,0,Green
6631e392aa38843775c15b74,Shek Kong,2019,10,2,2.6,200,28.2,72,0,0,Green
6631e392aa38843775c15b77,Shek Kong,2019,10,5,1.7,200,27.6,73,0,0,Green
6631e392aa38843775c15b79,Shek Kong,2019,10,7,9.1,90,26.2,84,23.5,0,Green
6631e392aa38843775c15b7a,Shek Kong,2019,10,8,6.3,100,27.6,77,0,0,Green
6631e392aa38843775c15b7b,Shek Kong,2019,10,9,8.3,90,28,72,0,0,Green
6631e392aa38843775c15b7f,Shek Kong,2019,10,13,3,80,26.3,85,6.5,0,Green
6631e392aa38843775c15b82,Shek Kong,2019,10,16,4,90,25.4,65,0,0,Green
6631e392aa38843775c15b84,Shek Kong,2019,10,18,2.4,60,25,71,3.5,0,Green
6631e392aa38843775c15b86,Shek Kong,2019,10,20,3.2,100,24.9,75,0,0,Green
6631e392aa38843775c15b88,Shek Kong,2019,10,22,5.2,90,23.2,73,0,0,Green
6631e392aa38843775c15b89,Shek Kong,2019,10,23,7,90,24.4,72,0,0,Green
6631e392aa38843775c15b8b,Shek Kong,2019,10,25,8.4,90,25.6,71,0,0,Green
6631e392aa38843775c15b8f,Shek Kong,2019,10,29,7.3,60,21.5,67,0,0,Green
6631e392aa38843775c15b96,Shek Kong,2019,11,5,3,100,22,58,0,0,Green
6631e392aa38843775c15ba1,Shek Kong,2019,11,16,2.9,90,21.9,74,0,0,Green
6631e392aa38843775c15b62,Shek Kong,2019,9,14,1.4,250,28.9,80,0,0,Green
6631e392aa38843775c15b63,Shek Kong,2019,9,15,2.5,90,28.2,80,0,0,Green
6631e392aa38843775c15b65,Shek Kong,2019,9,17,1.5,30,27.2,89,15,0,Green
