_id,year,month,day,mean_windspeed,wind_direction,mean_tempurature,humidity,rainfall,duration,color,location
664020eeaa38843775c17294,2020,2,22,12.5,100,20.2,67,0,0,Green,CLK
664020eeaa38843775c17295,2020,2,23,23.5,100,20.5,61,0,0,Green,CLK
664020eeaa38843775c17296,2020,2,24,26.5,90,20.9,66,0,0,Green,CLK
664020eeaa38843775c17297,2020,2,25,10.7,70,22.2,77,0,0,Green,CLK
664020eeaa38843775c17298,2020,2,26,9.7,70,23.3,76,0,0,Green,CLK
664020eeaa38843775c17299,2020,2,27,24.5,100,21.5,75,Trace,0,Green,CLK
664020eeaa38843775c1729a,2020,2,28,18.3,90,21.2,71,0,0,Green,CLK
664020eeaa38843775c1729b,2020,2,29,8.6,260,22.7,75,0,0,Green,CLK
664020eeaa38843775c1729c,2020,3,1,8.1,260,23.1,76,0,0,Green,CLK
664020eeaa38843775c1729d,2020,3,2,23.3,100,20.8,76,Trace,0,Green,CLK
664020eeaa38843775c1729e,2020,3,3,24.3,80,20.4,72,0,0,Green,CLK
664020eeaa38843775c1729f,2020,3,4,15,60,20.1,79,1.4,0,Green,CLK
664020eeaa38843775c172a0,2020,3,5,14.1,100,18.4,79,2.3,0,Green,CLK
664020eeaa38843775c172a1,2020,3,6,24.8,80,19.1,74,Trace,0,Green,CLK
664020eeaa38843775c172a2,2020,3,7,18.1,90,22.5,80,Trace,0,Green,CLK
664020eeaa38843775c172a3,2020,3,8,19.8,120,23.5,80,0,0,Green,CLK
664020eeaa38843775c172a4,2020,3,9,19.3,140,24.8,79,Trace,0,Green,CLK
664020eeaa38843775c172a5,2020,3,10,21,320,22.7,63,0.1,0,Green,CLK
664020eeaa38843775c172a6,2020,3,11,25.6,90,19.4,64,Trace,0,Green,CLK
664020eeaa38843775c172a7,2020,3,12,26.7,80,21.8,82,Trace,0,Green,CLK
664020eeaa38843775c172a8,2020,3,13,15.5,60,24.3,80,0,0,Green,CLK
664020eeaa38843775c172a9,2020,3,14,17.3,50,21.5,71,3.5,0,Green,CLK
664020eeaa38843775c172aa,2020,3,15,15.7,100,20.7,57,0,0,Green,CLK
664020eeaa38843775c172ab,2020,3,16,23.2,90,21,68,0,0,Green,CLK
664020eeaa38843775c172ac,2020,3,17,21.9,80,20.8,76,0,0,Green,CLK
664020eeaa38843775c172ad,2020,3,18,14.7,80,21.1,80,6.7,60,Amber,CLK
664020eeaa38843775c172ae,2020,3,19,13.1,80,21.3,86,1.9,0,Green,CLK
664020eeaa38843775c172af,2020,3,20,15.5,80,21.7,85,Trace,0,Green,CLK
664020eeaa38843775c172b0,2020,3,21,18.6,90,23.2,87,0.1,0,Green,CLK
664020eeaa38843775c172b1,2020,3,22,10.6,50,24.6,80,0,0,Green,CLK
664020eeaa38843775c172b2,2020,3,23,13.5,250,25,76,0,0,Green,CLK
664020eeaa38843775c172b3,2020,3,24,20.9,90,23.7,74,0,0,Green,CLK
664020eeaa38843775c172b4,2020,3,25,20.1,80,23.7,75,0,0,Green,CLK
664020eeaa38843775c172b5,2020,3,26,15.7,80,24.1,82,1.8,0,Green,CLK
664020eeaa38843775c172b6,2020,3,27,15.8,80,25.1,79,2,0,Green,CLK
664020eeaa38843775c172b7,2020,3,28,11.2,310,22.6,86,5.2,0,Green,CLK
664020eeaa38843775c172b8,2020,3,29,34.2,90,21.8,81,Trace,0,Green,CLK
664020eeaa38843775c172b9,2020,3,30,16.6,320,20,93,11.6,0,Green,CLK
664020eeaa38843775c172ba,2020,3,31,12.8,320,19.2,95,4.7,0,Green,CLK
664020eeaa38843775c172bb,2020,4,1,13,90,19.3,87,0.3,0,Green,CLK
664020eeaa38843775c172bc,2020,4,2,30.7,80,21,81,0,0,Green,CLK
664020eeaa38843775c172bd,2020,4,3,26.2,90,21.1,83,3.1,0,Green,CLK
664020eeaa38843775c172be,2020,4,4,13.2,50,20.9,87,3,0,Green,CLK
664020eeaa38843775c172bf,2020,4,5,15.7,90,18.2,89,13.5,0,Green,CLK
664020eeaa38843775c172c0,2020,4,6,14.7,80,17.4,88,22.8,0,Green,CLK
664020eeaa38843775c172c1,2020,4,7,9.8,40,19.1,78,Trace,0,Green,CLK
664020eeaa38843775c172c2,2020,4,8,13.2,80,21.6,62,0,0,Green,CLK
664020eeaa38843775c172c3,2020,4,9,14,80,22.5,56,0,0,Green,CLK
664020eeaa38843775c172c4,2020,4,10,23,90,22.7,60,0,0,Green,CLK
664020eeaa38843775c172c5,2020,4,11,13.3,70,23.1,85,19.3,0,Green,CLK
664020eeaa38843775c172c6,2020,4,12,22.1,20,20.9,50,3.3,0,Green,CLK
664020eeaa38843775c172c7,2020,4,13,15.7,40,20,32,0,0,Green,CLK
664020eeaa38843775c172c8,2020,4,14,8.7,150,21.1,52,0,0,Green,CLK
664020eeaa38843775c172c9,2020,4,15,9.3,260,22.1,59,0,0,Green,CLK
664020eeaa38843775c172ca,2020,4,16,11.5,150,23,68,0,0,Green,CLK
664020eeaa38843775c172cb,2020,4,17,13.3,70,24.8,69,0,0,Green,CLK
664020eeaa38843775c172cc,2020,4,18,10.2,60,24.8,73,Trace,0,Green,CLK
664020eeaa38843775c172cd,2020,4,19,9.9,50,26.4,76,0,0,Green,CLK
664020eeaa38843775c172ce,2020,4,20,12.8,230,26.7,76,0,0,Green,CLK
664020eeaa38843775c172cf,2020,4,21,16.2,150,27.1,74,0,0,Green,CLK
664020eeaa38843775c172d0,2020,4,22,25.8,90,23,86,13.9,0,Green,CLK
664020eeaa38843775c172d1,2020,4,23,13.7,70,20.9,86,1.1,0,Green,CLK
664020eeaa38843775c172d2,2020,4,24,10.7,40,18.9,83,2.1,0,Green,CLK
664020eeaa38843775c172d3,2020,4,25,7.8,50,20.2,79,Trace,0,Green,CLK
664020eeaa38843775c172d4,2020,4,26,7.5,260,23.6,67,0.5,0,Green,CLK
664020eeaa38843775c172d5,2020,4,27,9.8,70,24.8,60,0,0,Green,CLK
664020eeaa38843775c172d6,2020,4,28,19.2,90,25.5,50,0,0,Green,CLK
664020eeaa38843775c172d7,2020,4,29,14.6,70,24.5,68,0,0,Green,CLK
664020eeaa38843775c172d8,2020,4,30,10.5,260,25.1,64,0,0,Green,CLK
664020eeaa38843775c172d9,2020,5,1,9.3,60,25.9,74,0,0,Green,CLK
664020eeaa38843775c172da,2020,5,2,10.9,240,26.8,72,0,0,Green,CLK
664020eeaa38843775c172db,2020,5,3,14.5,230,28.1,72,0,0,Green,CLK
664020eeaa38843775c172dc,2020,5,4,17.8,210,28.6,73,0,0,Green,CLK
664020eeaa38843775c172dd,2020,5,5,22.1,220,28.8,72,0,0,Green,CLK
664020eeaa38843775c172de,2020,5,6,15.5,200,29.4,74,0,0,Green,CLK
664020eeaa38843775c172df,2020,5,7,16.3,190,29.6,74,0,0,Green,CLK
664020eeaa38843775c172e0,2020,5,8,18.6,190,29.9,74,Trace,0,Green,CLK
664020eeaa38843775c172e1,2020,5,9,16.9,210,29.8,73,Trace,0,Green,CLK
664020eeaa38843775c172e2,2020,5,10,14.7,240,29.3,72,Trace,0,Green,CLK
664020eeaa38843775c172e3,2020,5,11,11.6,260,29,71,25.2,105,Amber,CLK
664020eeaa38843775c172e4,2020,5,12,8.2,300,27.5,78,0.9,0,Green,CLK
664020eeaa38843775c172e5,2020,5,13,21.6,100,27.5,77,6.2,0,Green,CLK
664020eeaa38843775c172e6,2020,5,14,25.2,90,28.3,74,Trace,0,Green,CLK
664020eeaa38843775c172e7,2020,5,15,17.1,140,29,74,0.7,0,Green,CLK
664020eeaa38843775c172e8,2020,5,16,10.7,150,28.8,75,0,0,Green,CLK
664020eeaa38843775c172e9,2020,5,17,13.1,260,29.1,72,Trace,0,Green,CLK
664020eeaa38843775c172ea,2020,5,18,11,60,26.3,83,40.1,65,Amber,CLK
664020eeaa38843775c172eb,2020,5,19,11.9,150,28.2,78,0.2,0,Green,CLK
664020eeaa38843775c172ec,2020,5,20,20.2,100,28.6,81,1.2,0,Green,CLK
664020eeaa38843775c172ed,2020,5,21,18.7,210,28.9,83,66.6,225,Red,CLK
664020eeaa38843775c172ee,2020,5,22,16.5,230,27.9,86,19.7,0,Green,CLK
664020eeaa38843775c172ef,2020,5,23,17.1,90,26.3,84,1.7,0,Green,CLK
664020eeaa38843775c172f0,2020,5,24,13.2,90,27.4,74,Trace,0,Green,CLK
664020eeaa38843775c172f1,2020,5,25,13.7,90,27.3,87,52.8,215,Red,CLK
664020eeaa38843775c172f2,2020,5,26,14,220,28.8,83,3.4,0,Green,CLK
664020eeaa38843775c172f3,2020,5,27,7.5,250,28.3,81,0.8,0,Green,CLK
664020eeaa38843775c172f4,2020,5,28,11.5,90,28.2,82,0.2,0,Green,CLK
664020eeaa38843775c172f5,2020,5,29,17.6,90,28.9,79,Trace,0,Green,CLK
664020eeaa38843775c172f6,2020,5,30,10.9,60,26.7,89,106.7,455,Red,CLK
664020eeaa38843775c172f7,2020,5,31,17.4,210,29.9,78,0.1,0,Green,CLK
664020eeaa38843775c172f8,2020,6,1,16.5,200,30.3,74,Trace,0,Green,CLK
664020eeaa38843775c172f9,2020,6,2,13,200,29,79,12.5,0,Green,CLK
664020eeaa38843775c172fa,2020,6,3,18,200,30.1,72,0,0,Green,CLK
664020eeaa38843775c172fb,2020,6,4,18.2,200,30.5,72,Trace,0,Green,CLK
664020eeaa38843775c172fc,2020,6,5,19.9,200,30.5,73,Trace,0,Green,CLK
664020eeaa38843775c172fd,2020,6,6,13.6,130,27.5,86,53.2,325,Black,CLK
664020eeaa38843775c172fe,2020,6,7,18.3,200,28.6,83,78.3,315,Red,CLK
664020eeaa38843775c172ff,2020,6,8,18.7,210,28.8,85,55,140,Amber,CLK
664020eeaa38843775c17300,2020,6,9,18.7,200,30.1,76,Trace,0,Green,CLK
664020eeaa38843775c17301,2020,6,10,14.9,200,30.5,71,0,0,Green,CLK
664020eeaa38843775c17302,2020,6,11,13.6,230,30.3,73,Trace,0,Green,CLK
664020eeaa38843775c17303,2020,6,12,11,100,30.5,69,Trace,0,Green,CLK
664020eeaa38843775c17304,2020,6,13,15.8,80,30.1,77,3.6,0,Green,CLK
664020eeaa38843775c17305,2020,6,14,22.3,150,27.9,80,14.5,0,Green,CLK
664020eeaa38843775c17306,2020,6,15,16.5,170,29.4,75,1.2,0,Green,CLK
664020eeaa38843775c17307,2020,6,16,15.7,210,29.3,73,7.8,0,Green,CLK
664020eeaa38843775c17308,2020,6,17,16.1,200,29.7,71,2,0,Green,CLK
664020eeaa38843775c17309,2020,6,18,16.6,200,30.2,70,Trace,0,Green,CLK
664020eeaa38843775c1730a,2020,6,19,14,240,30.5,68,0,0,Green,CLK
664020eeaa38843775c1730b,2020,6,20,15.7,200,30.4,69,0,0,Green,CLK
664020eeaa38843775c1730c,2020,6,21,18.7,220,30.5,72,0.5,0,Green,CLK
664020eeaa38843775c1730d,2020,6,22,18.8,210,31,71,Trace,0,Green,CLK
664020eeaa38843775c1730e,2020,6,23,20.4,220,31,71,Trace,0,Green,CLK
664020eeaa38843775c1730f,2020,6,24,18.8,210,31,72,Trace,0,Green,CLK
664020eeaa38843775c17310,2020,6,25,20.2,200,31.1,68,Trace,0,Green,CLK
664020eeaa38843775c17311,2020,6,26,20.5,200,31.1,70,0.1,0,Green,CLK
664020eeaa38843775c17312,2020,6,27,15.8,200,30.9,69,0.2,0,Green,CLK
664020eeaa38843775c17313,2020,6,28,14,180,30.7,69,0.4,0,Green,CLK
664020eeaa38843775c17314,2020,6,29,12.8,150,30.7,69,Trace,0,Green,CLK
664020eeaa38843775c17315,2020,6,30,13.8,150,30.8,71,Trace,0,Green,CLK
664020eeaa38843775c17316,2020,7,1,12.3,110,30.2,75,0.2,0,Green,CLK
664020eeaa38843775c17317,2020,7,2,13,150,29.6,78,17.6,0,Green,CLK
664020eeaa38843775c17318,2020,7,3,13.1,130,29.1,80,15.7,0,Green,CLK
664020eeaa38843775c17319,2020,7,4,13.5,150,29.9,77,3.9,0,Green,CLK
664020eeaa38843775c1731a,2020,7,5,15.5,190,30.3,72,1.1,0,Green,CLK
664020eeaa38843775c1731b,2020,7,6,18.1,200,30.3,72,4.9,0,Green,CLK
664020eeaa38843775c1731c,2020,7,7,16.5,210,30.1,74,9.1,0,Green,CLK
664020eeaa38843775c1731d,2020,7,8,24.3,220,30.4,73,Trace,0,Green,CLK
664020eeaa38843775c1731e,2020,7,9,27,220,30.5,74,Trace,0,Green,CLK
664020eeaa38843775c1731f,2020,7,10,20.5,200,30.5,71,0.4,0,Green,CLK
664020eeaa38843775c17320,2020,7,11,19.8,190,31,69,Trace,0,Green,CLK
664020eeaa38843775c17321,2020,7,12,15.5,150,30.9,69,0,0,Green,CLK
664020eeaa38843775c17322,2020,7,13,13,230,30.8,69,1.2,0,Green,CLK
664020eeaa38843775c17323,2020,7,14,17.3,230,31.2,70,0,0,Green,CLK
664020eeaa38843775c17324,2020,7,15,23,220,31,67,0,0,Green,CLK
664020eeaa38843775c17325,2020,7,16,21.5,220,31.2,68,Trace,0,Green,CLK
664020eeaa38843775c17326,2020,7,17,19.4,210,30.9,69,3,0,Green,CLK
664020eeaa38843775c17327,2020,7,18,18.2,200,31,68,0.2,0,Green,CLK
664020eeaa38843775c17328,2020,7,19,16.8,220,30.8,70,2.2,0,Green,CLK
664020eeaa38843775c17329,2020,7,20,13,200,30.4,71,0.9,0,Green,CLK
664020eeaa38843775c1732a,2020,7,21,11.5,150,30.6,69,0,0,Green,CLK
664020eeaa38843775c1732b,2020,7,22,14.1,100,30.3,73,0.2,0,Green,CLK
664020eeaa38843775c1732c,2020,7,23,10.8,260,31.1,68,0.1,0,Green,CLK
664020eeaa38843775c1732d,2020,7,24,11.6,40,31.4,68,Trace,0,Green,CLK
664020eeaa38843775c1732e,2020,7,25,15.4,230,31.5,67,0,0,Green,CLK
664020eeaa38843775c1732f,2020,7,26,18.9,220,31.6,67,0,0,Green,CLK
664020eeaa38843775c17330,2020,7,27,17.1,200,31.2,68,1.8,0,Green,CLK
664020eeaa38843775c17331,2020,7,28,13.8,230,31.4,66,2.4,0,Green,CLK
664020eeaa38843775c17332,2020,7,29,11.7,100,31.1,70,Trace,0,Green,CLK
664020eeaa38843775c17333,2020,7,30,15.6,100,30.5,70,9.9,0,Green,CLK
664020eeaa38843775c17334,2020,7,31,25.3,80,27.9,82,33.2,0,Green,CLK
664020eeaa38843775c17335,2020,8,1,27.8,90,27.7,84,28.6,0,Green,CLK
664020eeaa38843775c17336,2020,8,2,19.2,90,27.8,86,42.2,0,Green,CLK
664020eeaa38843775c17337,2020,8,3,12.9,90,27.1,88,31.5,0,Green,CLK
664020eeaa38843775c17338,2020,8,4,11.8,50,28.3,81,8.3,0,Green,CLK
664020eeaa38843775c17339,2020,8,5,16.3,150,27.7,85,27,325,Amber,CLK
664020eeaa38843775c1733a,2020,8,6,16.8,100,29.7,76,4.9,0,Green,CLK
664020eeaa38843775c1733b,2020,8,7,16.3,100,30.6,72,Trace,0,Green,CLK
664020eeaa38843775c1733c,2020,8,8,13.4,260,30.3,73,0,0,Green,CLK
664020eeaa38843775c1733d,2020,8,9,11.7,150,30.1,71,0,0,Green,CLK
664020eeaa38843775c1733e,2020,8,10,12.1,250,30.3,70,0,0,Green,CLK
664020eeaa38843775c1733f,2020,8,11,14.3,150,30.5,73,6.5,0,Green,CLK
664020eeaa38843775c17340,2020,8,12,14.4,100,27.5,86,57.3,0,Green,CLK
664020eeaa38843775c17341,2020,8,13,13.4,100,28.2,82,31.7,0,Green,CLK
664020eeaa38843775c17342,2020,8,14,12.2,140,29.6,75,1.9,0,Green,CLK
664020eeaa38843775c17343,2020,8,15,11.9,240,29.9,71,Trace,0,Green,CLK
664020eeaa38843775c17344,2020,8,16,13.2,110,29.9,73,9.6,0,Green,CLK
664020eeaa38843775c17345,2020,8,17,14.3,80,29.1,77,0.2,0,Green,CLK
664020eeaa38843775c17346,2020,8,18,12.2,40,27.3,82,66.8,730,Amber,CLK
664020eeaa38843775c17347,2020,8,19,28.1,130,26.9,84,104.2,0,Green,CLK
664020eeaa38843775c17348,2020,8,20,14.5,100,29.4,75,Trace,0,Green,CLK
664020eeaa38843775c17349,2020,8,21,9.8,70,29.5,74,Trace,0,Green,CLK
664020eeaa38843775c1734a,2020,8,22,9.3,250,29.7,71,0,0,Green,CLK
664020eeaa38843775c1734b,2020,8,23,9.1,250,30.1,69,0,0,Green,CLK
664020eeaa38843775c1734c,2020,8,24,16.1,220,30.6,73,0,0,Green,CLK
664020eeaa38843775c1734d,2020,8,25,22.4,230,31,72,Trace,0,Green,CLK
664020eeaa38843775c1734e,2020,8,26,18.6,220,30.5,74,6.2,0,Green,CLK
664020eeaa38843775c1734f,2020,8,27,10.8,230,29,77,1.6,0,Green,CLK
664020eeaa38843775c17350,2020,8,28,9.2,150,30.1,74,0,0,Green,CLK
664020eeaa38843775c17351,2020,8,29,9.8,250,30.8,67,0,0,Green,CLK
664020eeaa38843775c17352,2020,8,30,11.1,60,30.5,69,Trace,0,Green,CLK
664020eeaa38843775c17353,2020,8,31,8.8,50,30.6,68,Trace,0,Green,CLK
664020eeaa38843775c17354,2020,9,1,12.1,240,31,69,Trace,0,Green,CLK
664020eeaa38843775c17355,2020,9,2,8.6,260,31,71,0,0,Green,CLK
664020eeaa38843775c17356,2020,9,3,10.3,50,31.4,68,0,0,Green,CLK
664020eeaa38843775c17357,2020,9,4,9.8,100,30.4,74,8,0,Green,CLK
664020eeaa38843775c17358,2020,9,5,9.6,90,28.7,77,3,140,Red,CLK
664020eeaa38843775c17359,2020,9,6,10,150,29.6,73,0,0,Green,CLK
664020eeaa38843775c1735a,2020,9,7,13.2,80,29.1,79,6.9,0,Green,CLK
664020eeaa38843775c1735b,2020,9,8,11.6,80,27.5,85,66.6,335,Amber,CLK
664020eeaa38843775c1735c,2020,9,9,8.4,80,28.5,80,Trace,0,Green,CLK
664020eeaa38843775c1735d,2020,9,10,8.2,70,29.1,79,1.2,0,Green,CLK
664020eeaa38843775c1735e,2020,9,11,9.4,240,29.8,74,0.1,0,Green,CLK
664020eeaa38843775c1735f,2020,9,12,10.3,50,29.3,79,14.8,110,Amber,CLK
664020eeaa38843775c17360,2020,9,13,11.1,90,29,77,0.3,0,Green,CLK
664020eeaa38843775c17361,2020,9,14,17.3,100,29.2,76,4.7,0,Green,CLK
664020eeaa38843775c17362,2020,9,15,13.3,80,27.9,86,50.1,305,Amber,CLK
664020eeaa38843775c17363,2020,9,16,17.8,90,30.7,75,1.2,0,Green,CLK
664020eeaa38843775c17364,2020,9,17,19.6,80,29.2,82,34.8,0,Green,CLK
664020eeaa38843775c17365,2020,9,18,20.2,90,28.4,85,21.3,0,Green,CLK
664020eeaa38843775c17366,2020,9,19,15.5,80,28.1,84,8,0,Green,CLK
664020eeaa38843775c17367,2020,9,20,12.4,70,29,77,Trace,0,Green,CLK
664020eeaa38843775c17368,2020,9,21,18.4,90,28.8,81,17.4,430,Red,CLK
664020eeaa38843775c17369,2020,9,22,18.8,100,29.4,74,1.6,0,Green,CLK
664020eeaa38843775c1736a,2020,9,23,15.4,90,29.6,72,Trace,0,Green,CLK
664020eeaa38843775c1736b,2020,9,24,11,320,28.6,76,5.2,0,Green,CLK
664020eeaa38843775c1736c,2020,9,25,12.9,100,28.2,72,Trace,0,Green,CLK
664020eeaa38843775c1736d,2020,9,26,26.1,100,28.8,70,0,0,Green,CLK
664020eeaa38843775c1736e,2020,9,27,25,90,28.8,73,0,0,Green,CLK
664020eeaa38843775c1736f,2020,9,28,19.5,80,27.5,80,1.6,90,Amber,CLK
664020eeaa38843775c17370,2020,9,29,16.2,90,28.2,78,0,0,Green,CLK
664020eeaa38843775c17371,2020,9,30,12.7,90,28.2,81,66.9,255,Black,CLK
664020eeaa38843775c17372,2020,10,1,26,90,27.6,71,0.2,0,Green,CLK
664020eeaa38843775c17373,2020,10,2,22.7,90,28.5,65,0,0,Green,CLK
664020eeaa38843775c17374,2020,10,3,14.4,100,28.7,67,0,0,Green,CLK
664020eeaa38843775c17375,2020,10,4,10.9,250,28.8,71,0,0,Green,CLK
664020eeaa38843775c17376,2020,10,5,18.2,100,28.5,73,5.5,125,Red,CLK
664020eeaa38843775c17377,2020,10,6,15.8,40,26.4,70,0.7,0,Green,CLK
664020eeaa38843775c17378,2020,10,7,16.8,40,24.9,64,0,0,Green,CLK
664020eeaa38843775c17379,2020,10,8,17,40,25,60,0,0,Green,CLK
664020eeaa38843775c1737a,2020,10,9,16.6,20,25.7,58,0,0,Green,CLK
664020eeaa38843775c1737b,2020,10,10,13.9,40,26,60,0,0,Green,CLK
664020eeaa38843775c1737c,2020,10,11,13.9,80,27.2,67,0,0,Green,CLK
664020eeaa38843775c1737d,2020,10,12,16.6,60,28.7,64,Trace,0,Green,CLK
664020eeaa38843775c1737e,2020,10,13,31.5,80,25.7,81,13.5,0,Green,CLK
664020eeaa38843775c1737f,2020,10,14,29.6,90,26.5,74,Trace,0,Green,CLK
664020eeaa38843775c17380,2020,10,15,23.7,80,27.4,64,0,0,Green,CLK
664020eeaa38843775c17381,2020,10,16,19.1,60,27.7,63,Trace,0,Green,CLK
664020eeaa38843775c17382,2020,10,17,18.3,40,25.7,65,Trace,0,Green,CLK
664020eeaa38843775c17383,2020,10,18,14.2,30,24.9,65,Trace,0,Green,CLK
664020eeaa38843775c17384,2020,10,19,15.3,20,24.3,62,0,0,Green,CLK
664020eeaa38843775c17385,2020,10,20,17.5,360,24.4,62,0,0,Green,CLK
664020eeaa38843775c17386,2020,10,21,20.2,360,24,59,0,0,Green,CLK
664020eeaa38843775c17387,2020,10,22,19.5,350,24.6,53,0,0,Green,CLK
664020eeaa38843775c17388,2020,10,23,20.3,30,24.1,39,0,0,Green,CLK
664020eeaa38843775c17389,2020,10,24,18,40,24.3,41,Trace,0,Green,CLK
664020eeaa38843775c1738a,2020,10,25,20,100,25.5,56,0,0,Green,CLK
664020eeaa38843775c1738b,2020,10,26,16.5,90,25.3,68,0,0,Green,CLK
664020eeaa38843775c1738c,2020,10,27,18.3,90,26.1,64,0,0,Green,CLK
664020eeaa38843775c1738d,2020,10,28,17.8,90,24.8,74,3.2,0,Green,CLK
664020eeaa38843775c1738e,2020,10,29,14.5,30,24.8,71,0.4,0,Green,CLK
664020eeaa38843775c1738f,2020,10,30,13,40,24.5,72,Trace,0,Green,CLK
664020eeaa38843775c17390,2020,10,31,17.4,90,24,65,0,0,Green,CLK
664020eeaa38843775c17391,2020,11,1,12.6,90,24.2,66,0,0,Green,CLK
664020eeaa38843775c17392,2020,11,2,14.1,50,25.5,58,0,0,Green,CLK
664020eeaa38843775c17393,2020,11,3,13.5,60,23.8,59,0,0,Green,CLK
664020eeaa38843775c17394,2020,11,4,15.8,90,23.4,64,Trace,0,Green,CLK
664020eeaa38843775c17395,2020,11,5,16.1,100,23.5,60,0,0,Green,CLK
664020eeaa38843775c17396,2020,11,6,10.9,300,25,63,0,0,Green,CLK
664020eeaa38843775c17397,2020,11,7,11.4,350,26.7,51,0,0,Green,CLK
664020eeaa38843775c17398,2020,11,8,14.8,40,26.5,46,0,0,Green,CLK
664020eeaa38843775c17399,2020,11,9,16.2,50,24.5,46,0,0,Green,CLK
664020eeaa38843775c1739a,2020,11,10,15.5,40,23.3,43,0,0,Green,CLK
664020eeaa38843775c1739b,2020,11,11,14.8,40,22.9,56,0,0,Green,CLK
664020eeaa38843775c1739c,2020,11,12,13,40,22.7,55,0,0,Green,CLK
664020eeaa38843775c1739d,2020,11,13,12.8,60,23.4,48,Trace,0,Green,CLK
664020eeaa38843775c1739e,2020,11,14,13.6,40,23.5,55,Trace,0,Green,CLK
664020eeaa38843775c1739f,2020,11,15,13.3,40,23.5,70,Trace,0,Green,CLK
664020eeaa38843775c173a0,2020,11,16,14.5,100,24.6,68,0,0,Green,CLK
664020eeaa38843775c173a1,2020,11,17,22.4,100,25.1,69,0,0,Green,CLK
664020eeaa38843775c173a2,2020,11,18,16.6,80,25.9,72,Trace,0,Green,CLK
664020eeaa38843775c173a3,2020,11,19,12.1,70,26.1,79,0,0,Green,CLK
664020eeaa38843775c173a4,2020,11,20,11.3,90,26.1,77,0,0,Green,CLK
664020eeaa38843775c173a5,2020,11,21,26.3,100,24.4,81,Trace,0,Green,CLK
664020eeaa38843775c173a6,2020,11,22,11.9,90,25.6,76,0.2,0,Green,CLK
664020eeaa38843775c173a7,2020,11,23,19.3,100,23.7,78,Trace,0,Green,CLK
664020eeaa38843775c173a8,2020,11,24,13.9,100,23.7,72,Trace,0,Green,CLK
664020eeaa38843775c173a9,2020,11,25,13.1,100,24,71,Trace,0,Green,CLK
664020eeaa38843775c173aa,2020,11,26,11.9,80,24.7,69,0,0,Green,CLK
664020eeaa38843775c173ab,2020,11,27,13.9,30,22.5,61,0,0,Green,CLK
664020eeaa38843775c173ac,2020,11,28,12,20,20.4,58,0,0,Green,CLK
664020eeaa38843775c173ad,2020,11,29,14.2,20,19.8,55,0,0,Green,CLK
664020eeaa38843775c173ae,2020,11,30,14.5,30,19,55,0,0,Green,CLK
664020eeaa38843775c173af,2020,12,1,15,40,19.6,56,0,0,Green,CLK
664020eeaa38843775c173b0,2020,12,2,15.8,40,19.8,57,0,0,Green,CLK
664020eeaa38843775c173b1,2020,12,3,18,10,17.1,57,0,0,Green,CLK
664020eeaa38843775c173b2,2020,12,4,17.3,10,15.6,55,0,0,Green,CLK
664020eeaa38843775c173b3,2020,12,5,14.5,10,16.5,54,0,0,Green,CLK
664020eeaa38843775c173b4,2020,12,6,12.8,50,17.4,58,0,0,Green,CLK
664020eeaa38843775c173b5,2020,12,7,12.9,320,20.3,58,0,0,Green,CLK
664020eeaa38843775c173b6,2020,12,8,13.5,10,19.3,56,0,0,Green,CLK
664020eeaa38843775c173b7,2020,12,9,10.5,50,19.7,61,0,0,Green,CLK
664020eeaa38843775c173b8,2020,12,10,10.8,60,21.2,68,0.3,0,Green,CLK
664020eeaa38843775c173b9,2020,12,11,8.9,250,21.6,76,0.1,0,Green,CLK
664020eeaa38843775c173ba,2020,12,12,10.1,110,21.4,74,Trace,0,Green,CLK
664020eeaa38843775c173bb,2020,12,13,20.6,80,21.7,69,0,0,Green,CLK
664020eeaa38843775c173bc,2020,12,14,12.5,40,18.7,77,Trace,0,Green,CLK
664020eeaa38843775c173bd,2020,12,15,14.5,30,13.8,64,Trace,0,Green,CLK
664020eeaa38843775c173be,2020,12,16,13.8,360,13.6,64,0,0,Green,CLK
664020eeaa38843775c173bf,2020,12,17,12.2,360,13.6,64,0,0,Green,CLK
664020eeaa38843775c173c0,2020,12,18,16.3,350,15.8,61,0,0,Green,CLK
664020eeaa38843775c173c1,2020,12,19,16.8,10,14.1,54,0,0,Green,CLK
664020eeaa38843775c173c2,2020,12,20,16.7,10,14.6,49,0,0,Green,CLK
664020eeaa38843775c173c3,2020,12,21,13.9,350,16,48,0,0,Green,CLK
664020eeaa38843775c173c4,2020,12,22,13.2,40,17,54,0,0,Green,CLK
664020eeaa38843775c173c5,2020,12,23,9.9,60,19.3,69,Trace,0,Green,CLK
664020eeaa38843775c173c6,2020,12,24,12.4,310,20,70,0,0,Green,CLK
664020eeaa38843775c173c7,2020,12,25,14.4,90,19.1,70,0,0,Green,CLK
664020eeaa38843775c173c8,2020,12,26,21.5,90,20.2,63,0,0,Green,CLK
664020eeaa38843775c173c9,2020,12,27,9.3,70,21.1,62,0,0,Green,CLK
664020eeaa38843775c173ca,2020,12,28,23.1,100,21.4,61,0,0,Green,CLK
664020eeaa38843775c173cb,2020,12,29,13.5,90,21.7,68,0,0,Green,CLK
664020eeaa38843775c173cc,2020,12,30,29,360,14.9,43,0,0,Green,CLK
664020eeaa38843775c173cd,2020,12,31,17.9,30,10.8,21,0,0,Green,CLK
